-1060,-228713,39,222,311981,,,,,,
-1161,-229115,39,221,285758,,,,,,
-1406,-219894,39,204,369560,,,,,,
-1520,-219205,39,201,440211,,,,,,
-1636,-218698,39,198,450702,,,,,,
-1861,-218012,39,196,453554,,,,,,
-1968,-216574,39,192,486160,,,,,,
-2178,-216195,39,188,523601,,,,,,
-2266,-214351,39,182,560743,,,,,,
-2460,-213666,39,177,488416,,,,,,
-2570,-212654,39,174,507310,,,,,,
-2755,-212399,38,169,512548,,,,,,
-2837,-211860,38,165,511450,,,,,,
-2920,-202455,38,155,625265,,,,,,
-3023,-201005,38,151,656041,,,,,,
-3509,-194482,38,131,779280,,,,,,
-4720,-165989,35,71,1095463,,,,,,
-5852,-136214,34,18,1377159,,,,,,
-7168,-115535,31,-26,1338823,,,,,,
-9073,-106421,33,-43,1146060,,,,,,
-11596,-106434,36,-28,800184,,,,,,
-14495,-117580,41,23,335443,,,,,,
-17531,-134487,45,90,-69518,,,,,,
-20173,-149695,51,152,-371570,,,,,,
-22466,-157522,54,198,-375660,,,,,,
-23915,-155991,55,214,-272862,,,,,,
-24214,-140112,54,183,122680,,,,,,
-23430,-112430,49,117,616277,,,,,,
-21772,-69459,43,12,1235771,,,,,,
-19428,-24010,34,-102,1734083,,,,,,
-16952,23801,25,-220,2099469,,,,,,
-14638,64425,16,-325,2207768,,,,,,
-12641,90081,9,-390,2095380,,,,,,
-11280,104521,5,-419,1703123,,,,,,
-10901,103565,4,-396,1217005,,,,,,
-11462,85521,4,-321,473668,,,,,,
-12917,52098,9,-208,-269813,,,,,,
-14669,7527,16,-54,-996455,,,,,,
-17367,-29026,46,163,-672431,,,,,,
-17326,-31420,55,240,-709594,,,,,,
-16224,-36042,65,435,-626360,,,,,,
-13369,-28326,69,645,-323563,,,,,,
-8009,18824,68,602,646613,,,,,,
-6972,27099,67,586,734962,,,,,,
-6572,34169,67,580,878294,,,,,,
-5582,43666,67,571,1125998,,,,,,
-5089,50778,66,559,1237315,,,,,,
-4645,60092,65,547,1449356,,,,,,
-3594,72228,63,532,1808606,,,,,,
-2974,78754,63,489,1734267,,,,,,
-2413,89009,61,471,1980960,,,,,,
-1264,99198,60,451,2089711,,,,,,
-660,109169,59,433,2247064,,,,,,
587,122443,57,409,2563757,,,,,,
1228,132073,56,387,2633977,,,,,,
1877,144430,55,363,2784817,,,,,,
3218,156162,53,337,2971919,,,,,,
3882,167864,53,318,3144713,,,,,,
4560,181371,52,296,3445786,,,,,,
5905,194158,51,274,3536366,,,,,,
6537,199522,49,235,3598654,,,,,,
11074,259717,38,95,4271048,,,,,,
24304,360486,15,-216,4883419,,,,,,
40121,443806,-18,-489,5000190,,,,,,
55445,536387,-50,-779,5226542,,,,,,
68859,664535,-75,-1138,6255000,,,,,,
80531,738981,-96,-1342,5798992,,,,,,
90252,757815,-112,-1384,4366495,,,,,,
98887,744509,-125,-1336,2862390,,,,,,
104907,699158,-132,-1209,1156513,,,,,,
109111,622477,-132,-1006,-750655,,,,,,
111370,533787,-131,-777,-2350877,,,,,,
112193,425929,-124,-508,-3753755,,,,,,
112186,328205,-116,-270,-4521665,,,,,,
111914,230663,-108,-37,-4953331,,,,,,
111812,159978,-100,127,-4867326,,,,,,
111840,104895,-95,236,-4384817,,,,,,
112578,74282,-93,279,-3681377,,,,,,
114141,61600,-94,257,-2845605,,,,,,
116573,66660,-98,189,-1917992,,,,,,
119592,86771,-105,79,-964756,,,,,,
122551,114416,-112,-56,-114721,,,,,,
125077,135718,-119,-172,343089,,,,,,
126858,145981,-124,-253,466334,,,,,,
127565,142924,-128,-293,319239,,,,,,
126720,119830,-127,-281,-213561,,,,,,
124374,78831,-123,-214,-917381,,,,,,
120509,21171,-114,-92,-1747521,,,,,,
114728,-50497,-102,72,-2606630,,,,,,
108387,-131034,-87,260,-3482897,,,,,,
102182,-208823,-73,442,-4016838,,,,,,
95298,-275286,-60,592,-3938207,,,,,,
94864,-280895,-59,603,-3912704,,,,,,
94152,-287125,-58,617,-4020656,,,,,,
93726,-294508,-57,632,-4157041,,,,,,
93349,-302308,-56,648,-4156036,,,,,,
92604,-311704,-55,667,-4266689,,,,,,
92233,-300905,-54,640,-4213775,,,,,,
91499,-309365,-53,655,-4009125,,,,,,
91131,-314775,-52,665,-4015503,,,,,,
90769,-320140,-52,675,-4063394,,,,,,
90046,-326527,-51,686,-4010432,,,,,,
89687,-331651,-50,695,-3999410,,,,,,
89333,-336426,-49,703,-3881316,,,,,,
88623,-341734,-48,711,-4034481,,,,,,
88272,-347936,-47,722,-4037415,,,,,,
87572,-354946,-46,734,-4007381,,,,,,
87266,-360923,-46,745,-4014016,,,,,,
86921,-347708,-45,712,-3792236,,,,,,
86531,-351571,-44,717,-3719781,,,,,,
84957,-363003,-42,732,-3543836,,,,,,
79794,-357977,-34,688,-2285409,,,,,,
75084,-332282,-28,605,-1076856,,,,,,
70712,-320579,-24,536,-434619,,,,,,
66552,-310696,-19,473,-46087,,,,,,
62506,-296787,-16,409,263011,,,,,,
58341,-285592,-13,352,420924,,,,,,
54420,-279088,-10,308,402523,,,,,,
50286,-273992,-7,274,394034,,,,,,
45476,-274893,-1,261,248235,,,,,,
40093,-281987,5,272,71613,,,,,,
34568,-295662,12,307,-201092,,,,,,
28778,-310760,22,353,-416643,,,,,,
22735,-329654,31,412,-675023,,,,,,
16564,-348650,41,476,-872715,,,,,,
10554,-363653,51,526,-834880,,,,,,
5260,-370037,59,551,-724178,,,,,,
1012,-352049,64,542,-283378,,,,,,
-1869,-339605,65,487,243497,,,,,,
-3219,-299643,63,385,982518,,,,,,
-3147,-243053,55,234,1728002,,,,,,
-2126,-181296,46,69,2380690,,,,,,
-646,-111417,35,-119,3045778,,,,,,
532,-51630,26,-278,3202479,,,,,,
952,-13888,19,-372,3026826,,,,,,
218,3876,17,-403,2413584,,,,,,
-1853,-3673,18,-365,1598191,,,,,,
-4895,-31524,23,-260,611844,,,,,,
-8639,-71885,30,-121,-347977,,,,,,
-12154,-112969,37,17,-1100000,,,,,,
-15673,-152491,44,154,-1507495,,,,,,
-16153,-157422,44,165,-1527308,,,,,,
-16322,-160635,45,176,-1553202,,,,,,
-16539,-163039,45,185,-1635277,,,,,,
-16927,-168723,46,199,-1758474,,,,,,
-17110,-172442,46,211,-1772346,,,,,,
-17290,-178151,47,226,-1867250,,,,,,
-17620,-172176,48,219,-1726071,,,,,,
-17807,-174522,48,226,-1693740,,,,,,
-18132,-178373,48,237,-1722519,,,,,,
-18290,-180350,48,243,-1738347,,,,,,
-18443,-182980,48,250,-1713055,,,,,,
-18739,-186434,50,262,-1723499,,,,,,
-18878,-187837,50,267,-1644135,,,,,,
-19010,-190243,50,275,-1721008,,,,,,
-19261,-193285,50,282,-1755135,,,,,,
-19378,-195178,50,288,-1712274,,,,,,
-19605,-187821,50,274,-1604695,,,,,,
-19698,-189046,51,280,-1560050,,,,,,
-20123,-191887,51,290,-1361352,,,,,,
-20684,-172775,50,260,-608370,,,,,,
-20169,-132981,45,169,304357,,,,,,
-18872,-90283,39,57,1053833,,,,,,
-16712,-41158,30,-76,1712574,,,,,,
-14593,6749,22,-201,2071067,,,,,,
-12676,43212,11,-302,2149647,,,,,,
-11158,67893,-2,-405,2006121,,,,,,
-10561,79758,-17,-534,1622188,,,,,,
-11277,72297,-31,-645,1017144,,,,,,
-13673,49402,-42,-685,472685,,,,,,
-18375,15117,-44,-715,-149247,,,,,,
-26131,-44735,-38,-633,-992295,,,,,,
-37062,-129049,-24,-477,-1999745,,,,,,
-51331,-264272,1,-132,-3929087,,,,,,
-68235,-423187,34,284,-5775045,,,,,,
-85491,-597838,70,784,-7061276,,,,,,
-101110,-747296,101,1206,-8092616,,,,,,
-115018,-841248,126,1485,-7145114,,,,,,
-127549,-879138,148,1590,-5924027,,,,,,
-137707,-858387,165,1543,-3526261,,,,,,
-144975,-806091,174,1418,-1352274,,,,,,
-149389,-718430,175,1205,839814,,,,,,
-151625,-602108,172,913,2768526,,,,,,
-151907,-483445,163,612,4197180,,,,,,
-150818,-360438,153,312,5367458,,,,,,
-148861,-236094,139,9,6054712,,,,,,
-147288,-137915,130,-212,6209106,,,,,,
-145605,-62729,121,-362,5854865,,,,,,
-144815,-12441,114,-444,5143495,,,,,,
-145058,12744,113,-453,4150430,,,,,,
-145116,14082,113,-452,4023947,,,,,,
-145234,14828,113,-449,3892627,,,,,,
-145354,15280,114,-443,3814844,,,,,,
-145502,16072,114,-442,3702352,,,,,,
-145659,16541,114,-440,3592080,,,,,,
-145794,16995,114,-436,3479154,,,,,,
-146011,12165,114,-407,3326759,,,,,,
-146202,11587,114,-401,3206693,,,,,,
-146403,10716,115,-392,3090099,,,,,,
-146618,9607,116,-384,2971949,,,,,,
-146835,8366,116,-376,2847039,,,,,,
-147062,6789,116,-368,2720452,,,,,,
-147162,5386,116,-357,2593643,,,,,,
-147293,3587,116,-347,2512098,,,,,,
-147857,-1125,118,-319,2191358,,,,,,
-149877,-20246,123,-205,1404699,,,,,,
-151948,-44656,131,-67,501854,,,,,,
-153880,-67754,139,79,-122884,,,,,,
-154874,-84003,146,209,-387402,,,,,,
-154301,-80830,148,266,-233770,,,,,,
-151999,-54431,146,252,306482,,,,,,
-147776,-6126,139,165,1156232,,,,,,
-133484,114548,112,-108,2339099,,,,,,
-124499,225881,93,-357,4023303,,,,,,
-97760,321263,43,-599,1526144,,,,,,
-89534,445298,29,-822,3869314,,,,,,
-82110,595090,19,-1080,5677449,,,,,,
-75951,601723,11,-1054,4123313,,,,,,
-70167,550001,6,-902,1863794,,,,,,
-65720,497655,2,-752,285833,,,,,,
-60761,446775,1,-606,-805603,,,,,,
-56304,406175,0,-473,-1335312,,,,,,
-51697,371753,0,-346,-1620569,,,,,,
-47123,348417,-3,-262,-1627878,,,,,,
-41305,330892,-7,-218,-1507543,,,,,,
-34175,336693,-17,-236,-979560,,,,,,
-25736,360543,-31,-311,-271044,,,,,,
-16051,406795,-49,-458,636072,,,,,,
-5909,455745,-67,-622,1391491,,,,,,
3786,507909,-86,-789,1888606,,,,,,
12743,544642,-103,-907,2160899,,,,,,
20364,556033,-117,-970,1588523,,,,,,
20724,556261,-117,-973,1806273,,,,,,
21449,560898,-118,-982,1780591,,,,,,
21784,564579,-118,-989,1815907,,,,,,
22424,567593,-120,-999,1809886,,,,,,
22722,574170,-120,-1013,1956321,,,,,,
23007,549391,-121,-964,1707487,,,,,,
23541,551344,-121,-966,1499511,,,,,,
23792,553048,-121,-968,1506834,,,,,,
24034,553402,-122,-970,1405456,,,,,,
24488,553884,-122,-970,1328987,,,,,,
24698,553202,-122,-968,1201935,,,,,,
25072,550951,-122,-961,1035578,,,,,,
25242,550200,-122,-957,1220835,,,,,,
25404,550808,-122,-954,1142447,,,,,,
25703,550006,-121,-948,1067234,,,,,,
25837,551714,-121,-948,1029209,,,,,,
25957,523891,-121,-893,586708,,,,,,
26067,519470,-120,-880,488843,,,,,,
26437,508179,-120,-844,79318,,,,,,
26170,407512,-112,-597,-1917117,,,,,,
23794,285159,-100,-304,-3726095,,,,,,
19790,160637,-81,9,-4933404,,,,,,
14911,50203,-63,297,-5613929,,,,,,
10087,-52790,-44,560,-5739678,,,,,,
5484,-122715,-26,736,-5533463,,,,,,
2259,-172630,-12,854,-4863474,,,,,,
1125,-190131,-6,879,-3789195,,,,,,
2253,-169198,-7,785,-2158464,,,,,,
5542,-109886,-12,577,-301580,,,,,,
10196,-24825,-25,301,1419856,,,,,,
14580,55768,-36,39,2532504,,,,,,
18305,121077,-44,-178,3118358,,,,,,
20930,164348,-51,-320,2987121,,,,,,
22408,174433,-54,-362,2212192,,,,,,
22137,154763,-52,-326,1237507,,,,,,
20394,112101,-46,-218,885,,,,,,
17530,52230,-36,-57,-1213040,,,,,,
14683,-15742,-27,134,-2171270,,,,,,
12226,-62605,-19,264,-2512788,,,,,,
10427,-93340,-14,338,-2333693,,,,,,
9166,-106634,-10,362,-1802817,,,,,,
8654,-100870,-10,324,-1188130,,,,,,
8901,-83990,-12,254,-485977,,,,,,
9632,-58167,-16,151,208484,,,,,,
10312,-29431,-27,13,762906,,,,,,
10817,-6186,-40,-159,1011956,,,,,,
10153,4125,-53,-345,918113,,,,,,
7546,-5173,-59,-467,495862,,,,,,
7255,-7468,-60,-476,449416,,,,,,
6741,-10505,-61,-489,372220,,,,,,
6466,-13163,-61,-501,295522,,,,,,
5882,-16753,-61,-509,196823,,,,,,
5571,-20606,-61,-522,87602,,,,,,
5247,-25782,-61,-490,-46770,,,,,,
4561,-31983,-61,-498,-103790,,,,,,
4211,-36427,-61,-502,-245830,,,,,,
3863,-40604,-61,-503,-306765,,,,,,
3146,-47137,-61,-507,-440076,,,,,,
2761,-51974,-61,-506,-547613,,,,,,
1939,-59560,-61,-505,-687330,,,,,,
1506,-65779,-60,-501,-852785,,,,,,
1058,-71437,-59,-499,-891198,,,,,,
117,-80054,-59,-501,-1041787,,,,,,
-365,-87015,-59,-501,-1240541,,,,,,
-849,-93441,-59,-497,-1291466,,,,,,
-1853,-101179,-57,-450,-1502492,,,,,,
-5108,-140756,-53,-396,-2022205,,,,,,
-15523,-219107,-37,-195,-2936888,,,,,,
-29737,-325423,-12,129,-4103891,,,,,,
-44328,-458839,19,495,-5413971,,,,,,
-59041,-595985,46,871,-6459817,,,,,,
-73309,-714654,75,1205,-6720358,,,,,,
-86429,-789468,97,1399,-5962983,,,,,,
-98329,-808351,119,1455,-4814239,,,,,,
-108404,-797708,133,1417,-3105492,,,,,,
-115780,-754288,144,1312,-1341816,,,,,,
-121479,-690193,148,1147,650903,,,,,,
-124974,-597083,148,918,2189234,,,,,,
-126578,-502578,144,674,3318155,,,,,,
-126817,-389774,134,397,4491596,,,,,,
-126278,-282076,125,129,5145796,,,,,,
-125738,-194745,115,-84,5411304,,,,,,
-125206,-121484,109,-246,5060899,,,,,,
-125449,-73149,104,-326,4468835,,,,,,
-126713,-51897,104,-320,3560761,,,,,,
-128939,-53249,107,-262,2502365,,,,,,
-131872,-72206,113,-148,1347746,,,,,,
-134547,-97657,120,-16,443446,,,,,,
-136628,-118634,127,109,-106512,,,,,,
-137620,-127019,129,202,-262248,,,,,,
-137203,-114493,129,221,43231,,,,,,
-135184,-81759,126,174,615171,,,,,,
-131736,-28524,117,70,1401476,,,,,,
-127658,32064,110,-60,2191038,,,,,,
-123621,95694,101,-199,2680368,,,,,,
-118786,146258,94,-291,2833539,,,,,,
-113921,187543,85,-358,2785176,,,,,,
-113611,190506,85,-361,2740275,,,,,,
-113256,195407,84,-369,2858313,,,,,,
-112629,201634,83,-378,2872409,,,,,,
-112315,207112,83,-387,2926241,,,,,,
-111679,214045,82,-397,3006654,,,,,,
-111358,219434,82,-406,3086243,,,,,,
-111038,215322,81,-393,2881651,,,,,,
-110392,220765,80,-399,2966737,,,,,,
-110064,225547,80,-406,2951531,,,,,,
-109740,230303,79,-412,2944795,,,,,,
-109086,235879,78,-420,2955068,,,,,,
-108756,240483,77,-426,2929559,,,,,,
-108100,246969,76,-436,2971878,,,,,,
-107768,250241,76,-438,3011639,,,,,,
-107431,255633,75,-445,3027250,,,,,,
-106764,262026,75,-453,3054952,,,,,,
-106429,267608,74,-461,3078205,,,,,,
-105747,260604,73,-449,2971971,,,,,,
-104112,275092,70,-469,2839702,,,,,,
-98776,287700,61,-480,2201507,,,,,,
-92766,286098,51,-475,1459760,,,,,,
-86747,301566,43,-492,1317553,,,,,,
-80441,331177,32,-530,1493053,,,,,,
-73576,359422,22,-568,1561548,,,,,,
-66681,377484,11,-593,1327294,,,,,,
-60019,393199,1,-611,1201481,,,,,,
-53440,406965,-9,-631,1035764,,,,,,
-47168,416204,-17,-643,861367,,,,,,
-41287,415254,-25,-629,753879,,,,,,
-35956,406853,-31,-595,379735,,,,,,
-31298,388088,-36,-539,-79047,,,,,,
-27404,361568,-38,-464,-535189,,,,,,
-24169,332713,-39,-384,-1069634,,,,,,
-21507,297448,-38,-285,-1457400,,,,,,
-19263,261092,-36,-188,-1685837,,,,,,
-18119,225346,-31,-97,-1873189,,,,,,
-17926,184197,-22,17,-2067019,,,,,,
-17434,140487,-17,139,-2271676,,,,,,
-15822,109219,-14,218,-2260314,,,,,,
-12461,100760,-15,228,-1724521,,,,,,
-7547,122434,-24,156,-830018,,,,,,
-1860,166845,-35,-1,255213,,,,,,
4214,218970,-46,-184,1171401,,,,,,
9580,262621,-57,-344,1602952,,,,,,
13547,289036,-62,-434,1706771,,,,,,
16130,287051,-64,-443,1200200,,,,,,
17267,260820,-62,-374,332565,,,,,,
17070,215350,-56,-253,-642581,,,,,,
16961,210587,-55,-237,-765518,,,,,,
16905,205687,-55,-225,-755987,,,,,,
16789,201985,-54,-209,-841142,,,,,,
16723,197850,-54,-198,-912545,,,,,,
16654,193934,-53,-184,-989803,,,,,,
16520,181892,-52,-161,-1118119,,,,,,
16448,176879,-52,-145,-1234099,,,,,,
16376,171868,-51,-128,-1364915,,,,,,
16230,166566,-50,-112,-1391088,,,,,,
16153,161443,-49,-95,-1488238,,,,,,
16009,155926,-48,-77,-1644628,,,,,,
15936,150471,-47,-61,-1697148,,,,,,
15859,144783,-47,-44,-1757682,,,,,,
15724,139752,-46,-27,-1786312,,,,,,
15666,134900,-46,-11,-1853351,,,,,,
15617,130125,-46,5,-1958430,,,,,,
15553,125416,-45,20,-1973561,,,,,,
15538,117267,-44,30,-2067126,,,,,,
15492,112427,-44,44,-2112251,,,,,,
15156,92659,-42,101,-2314340,,,,,,
14544,49469,-37,191,-2540549,,,,,,
14851,25649,-34,218,-2321883,,,,,,
15904,17017,-34,211,-1754422,,,,,,
17499,26016,-36,165,-1022610,,,,,,
19248,42293,-40,98,-436774,,,,,,
20733,62189,-43,11,125196,,,,,,
21756,75258,-44,-56,358010,,,,,,
22015,73828,-43,-72,265442,,,,,,
21559,59996,-41,-42,-91290,,,,,,
20951,39085,-38,6,-484729,,,,,,
20366,16217,-37,49,-806143,,,,,,
19735,-670,-41,55,-902391,,,,,,
18912,-14137,-51,-10,-877808,,,,,,
18080,-24384,-62,-140,-823832,,,,,,
16253,-35963,-73,-300,-754557,,,,,,
12508,-57528,-80,-412,-907083,,,,,,
6094,-103670,-78,-432,-1480922,,,,,,
-3457,-182334,-69,-322,-2420415,,,,,,
-16511,-288093,-49,-94,-3672169,,,,,,
-32827,-432646,-16,265,-5100436,,,,,,
-50370,-586790,17,687,-6655923,,,,,,
-67701,-739794,50,1132,-7433626,,,,,,
-84128,-855771,81,1451,-7174859,,,,,,
-99557,-912944,109,1607,-6163739,,,,,,
-113949,-951813,134,1698,-4936238,,,,,,
-126558,-957181,155,1702,-3698768,,,,,,
-136734,-915934,170,1607,-1590874,,,,,,
-144263,-853608,178,1455,11318,,,,,,
-149414,-753465,181,1209,2025069,,,,,,
-152751,-648277,181,949,3383718,,,,,,
-152958,-639121,181,926,3699287,,,,,,
-153103,-629261,180,900,3443369,,,,,,
-153370,-623089,179,876,3529979,,,,,,
-153495,-419013,178,854,3638161,,,,,,
-153615,-610656,178,834,3612939,,,,,,
-153847,-581879,178,787,3998712,,,,,,
-154024,-574125,178,763,4090170,,,,,,
-154095,-565076,178,740,4177139,,,,,,
-154240,-556275,177,715,4325003,,,,,,
-154327,-547424,176,690,4367325,,,,,,
-154464,-538392,176,665,4504868,,,,,,
-154541,-528846,175,639,4770769,,,,,,
-154610,-518837,175,615,4567273,,,,,,
-154734,-511343,175,591,4722290,,,,,,
-154786,-503658,175,570,4697058,,,,,,
-154881,-496278,173,545,4744285,,,,,,
-154922,-488908,173,521,4859455,,,,,,
-154960,-465614,172,490,5017974,,,,,,
-154992,-456617,171,467,5075250,,,,,,
-155141,-420809,169,374,5377405,,,,,,
-155169,-313750,163,161,5850821,,,,,,
-154949,-221402,156,2,5959209,,,,,,
-154737,-152693,151,-112,5480748,,,,,,
-154730,-99654,146,-196,4754863,,,,,,
-154728,-67349,144,-225,3977290,,,,,,
-154727,-44975,142,-219,3148030,,,,,,
-154604,-30926,141,-194,2470489,,,,,,
-154272,-19638,142,-155,1944835,,,,,,
-153472,-7922,141,-113,1581043,,,,,,
-151780,9046,140,-80,1379565,,,,,,
-148823,35319,134,-84,1411901,,,,,,
-144458,71811,127,-129,1650755,,,,,,
-138579,123637,114,-226,2138887,,,,,,
-131282,192140,100,-365,2750400,,,,,,
-122838,267497,81,-527,3243940,,,,,,
-113497,339839,62,-683,3787972,,,,,,
-104055,416232,43,-855,3997489,,,,,,
-94766,476987,24,-978,4045706,,,,,,
-85859,513446,6,-1045,3381939,,,,,,
-77993,532350,-7,-1071,2783576,,,,,,
-71721,523465,-15,-1027,1652339,,,,,,
-67223,499079,-19,-927,747768,,,,,,
-64571,443220,-19,-745,-683285,,,,,,
-63425,370265,-12,-522,-1827029,,,,,,
-63274,291967,-3,-291,-2889631,,,,,,
-63511,211215,6,-44,-3493265,,,,,,
-63280,149513,14,145,-3675175,,,,,,
-61581,105975,20,275,-3357972,,,,,,
-57327,100313,16,304,-2543137,,,,,,
-50321,135904,6,202,-1101826,,,,,,
-49801,141448,4,186,-943257,,,,,,
-49326,147349,2,168,-735970,,,,,,
-48383,155169,1,152,-568269,,,,,,
-47920,162341,0,136,-346505,,,,,,
-46971,171794,0,120,-17,,,,,,
-46502,175470,0,84,141253,,,,,,
-46032,184773,-1,62,234412,,,,,,
-45071,193885,-2,41,378168,,,,,,
-44596,201925,-3,19,570083,,,,,,
-43634,211754,-5,-5,837043,,,,,,
-43151,220335,-6,-27,951729,,,,,,
-42674,229074,-7,-51,1105083,,,,,,
-41750,239121,-10,-80,1411263,,,,,,
-41298,248491,-11,-105,1482447,,,,,,
-40848,257863,-12,-128,1730560,,,,,,
-39935,268713,-14,-155,1845876,,,,,,
-39494,265148,-14,-166,1837925,,,,,,
-39060,273179,-15,-191,2029554,,,,,,
-36438,305810,-19,-280,2338277,,,,,,
-29865,346239,-31,-430,2474228,,,,,,
-23654,347368,-40,-489,1742209,,,,,,
-18250,357034,-47,-520,1367332,,,,,,
-13937,356254,-51,-507,853384,,,,,,
-10886,338038,-52,-450,215600,,,,,,
-9020,300495,-51,-356,-560266,,,,,,
-8178,252006,-45,-225,-1328307,,,,,,
-8070,206791,-39,-95,-1858642,,,,,,
-8214,151421,-31,58,-2398212,,,,,,
-8128,107614,-25,175,-2526444,,,,,,
-7659,73626,-19,259,-2401414,,,,,,
-6155,59654,-18,286,-1994041,,,,,,
-3365,64376,-21,248,-1291320,,,,,,
731,89348,-27,152,-425650,,,,,,
5407,130970,-36,8,466950,,,,,,
9850,173990,-44,-131,1192009,,,,,,
13505,207837,-51,-255,1447226,,,,,,
16265,221735,-54,-316,1339158,,,,,,
18013,213373,-55,-308,705084,,,,,,
18607,187932,-53,-247,10321,,,,,,
18287,150663,-49,-153,-711623,,,,,,
17318,104017,-43,-37,-1384912,,,,,,
15986,60180,-36,72,-1813693,,,,,,
14885,21103,-33,158,-2056217,,,,,,
13822,-8921,-34,194,-2051703,,,,,,
13160,-26951,-42,143,-1790109,,,,,,
13061,-34543,-52,4,-1372516,,,,,,
12799,-32493,-66,-171,-917923,,,,,,
11466,-29975,-76,-346,-539433,,,,,,
11101,-30969,-76,-360,-553707,,,,,,
10914,-31814,-77,-376,-550191,,,,,,
10473,-33399,-77,-387,-562596,,,,,,
10199,-35133,-77,-404,-582103,,,,,,
9950,-36866,-77,-419,-622254,,,,,,
9446,-39369,-78,-403,-654078,,,,,,
9177,-41829,-78,-415,-656220,,,,,,
8622,-44707,-78,-424,-694368,,,,,,
8259,-47895,-78,-433,-741238,,,,,,
7925,-50949,-78,-441,-807857,,,,,,
7228,-55323,-78,-447,-847139,,,,,,
6867,-58974,-78,-453,-904244,,,,,,
6494,-62902,-78,-457,-989990,,,,,,
5683,-68379,-77,-460,-1037006,,,,,,
5251,-73048,-76,-463,-1146355,,,,,,
4866,-77168,-76,-466,-1175141,,,,,,
3948,-83503,-76,-431,-1270391,,,,,,
3507,-88951,-76,-428,-1388338,,,,,,
3037,-94622,-75,-424,-1434533,,,,,,
596,-116608,-71,-396,-1796406,,,,,,
-9160,-193157,-56,-210,-2731552,,,,,,
-21941,-289341,-32,87,-3725116,,,,,,
-37925,-422381,0,454,-5127692,,,,,,
-53096,-575277,31,856,-6670385,,,,,,
-68435,-712520,61,1233,-7142414,,,,,,
-82491,-792863,90,1464,-6625604,,,,,,
-95531,-833341,113,1576,-5137763,,,,,,
-106701,-837647,133,1585,-3527629,,,,,,
-114816,-803175,146,1494,-1820118,,,,,,
-120757,-744795,151,1342,-188160,,,,,,
-124030,-658329,152,1118,1381424,,,,,,
-125464,-541676,147,818,3269186,,,,,,
-125094,-421785,137,517,4736373,,,,,,
-123447,-293468,124,190,5660689,,,,,,
-121517,-187086,112,-80,5954598,,,,,,
-119727,-98414,100,-289,5956193,,,,,,
-118502,-29240,92,-433,5458004,,,,,,
-118628,7039,89,-474,4393932,,,,,,
-120243,10415,90,-423,3184471,,,,,,
-123246,-13480,97,-295,1729628,,,,,,
-126578,-53147,107,-124,409796,,,,,,
-129836,-98549,116,76,-572356,,,,,,
-132518,-131022,124,228,-1073488,,,,,,
-134053,-146706,129,318,-1036196,,,,,,
-133776,-138329,129,337,-578923,,,,,,
-131691,-102780,126,276,237293,,,,,,
-128031,-55546,119,178,904965,,,,,,
-122913,19794,107,10,2022939,,,,,,
-116445,97886,95,-166,2937076,,,,,,
-109828,183972,79,-360,3668898,,,,,,
-109237,191948,78,-378,3756253,,,,,,
-108414,201909,76,-401,3916087,,,,,,
-108002,209509,75,-417,3919887,,,,,,
-107172,221659,73,-445,4077998,,,,,,
-106768,231850,73,-467,4332981,,,,,,
-106362,226737,72,-454,4225868,,,,,,
-105552,237701,70,-479,4158858,,,,,,
-105157,245650,70,-495,4294352,,,,,,
-104810,253447,68,-514,4259978,,,,,,
-103963,262536,67,-532,4395226,,,,,,
-103575,270377,67,-548,4327132,,,,,,
-102793,278910,65,-565,4337549,,,,,,
-102404,286009,65,-579,4573092,,,,,,
-102021,294614,64,-597,4504685,,,,,,
-101257,304117,63,-616,4567339,,,,,,
-100871,314396,62,-636,4717139,,,,,,
-100489,301231,61,-613,4411457,,,,,,
-99733,308428,60,-627,4458285,,,,,,
-97640,333873,55,-682,4087669,,,,,,
-92026,341813,46,-684,3064421,,,,,,
-87149,327617,40,-626,1917156,,,,,,
-82380,323504,34,-570,1181305,,,,,,
-77976,320654,30,-514,743324,,,,,,
-73901,309594,27,-445,243482,,,,,,
-69760,299667,24,-384,-4853,,,,,,
-65406,287865,20,-326,-302552,,,,,,
-60646,282911,16,-292,-323363,,,,,,
-55297,284112,11,-281,-195930,,,,,,
-49291,290978,2,-289,-5631,,,,,,
-42666,310275,-7,-326,394547,,,,,,
-35963,336411,-18,-395,769145,,,,,,
-28993,369376,-29,-486,1112189,,,,,,
-21622,396368,-42,-568,1336435,,,,,,
-14560,417148,-54,-637,1244790,,,,,,
-8001,431763,-65,-684,1198514,,,,,,
-2645,430881,-72,-688,724923,,,,,,
1236,414631,-76,-646,270761,,,,,,
3464,370146,-76,-540,-715333,,,,,,
4159,309964,-70,-388,-1698795,,,,,,
3682,240798,-62,-205,-2571014,,,,,,
2402,158548,-51,17,-3204353,,,,,,
1068,81285,-41,217,-3482381,,,,,,
423,27151,-36,310,-3224325,,,,,,
173,181,-29,318,-2400210,,,,,,
4493,7303,-31,257,-1010873,,,,,,
9217,81911,-37,58,743740,,,,,,
10469,97524,-35,-35,767747,,,,,,
10382,107335,-33,-44,842981,,,,,,
9790,77481,-29,15,63479,,,,,,
8851,51234,-29,60,-448027,,,,,,
7814,21602,-31,70,-922528,,,,,,
6718,-5894,-39,18,-1165764,,,,,,
5590,-24959,-49,-90,-1197887,,,,,,
