2071,-30097,1,43,-169687,,,,,,
2038,-30575,1,44,-162584,,,,,,
2007,-30899,1,44,-161050,,,,,,
1936,-31335,1,47,-164814,,,,,,
1900,-31675,1,48,-170626,,,,,,
1841,-32095,1,48,-168117,,,,,,
1810,-32404,1,49,-165798,,,,,,
1772,-32712,2,52,-181653,,,,,,
1742,-33133,2,53,-178805,,,,,,
1693,-33604,1,52,-186427,,,,,,
1642,-34103,1,53,-186629,,,,,,
1617,-34526,1,54,-190394,,,,,,
1570,-33346,1,50,-174602,,,,,,
1398,-34415,2,52,-156873,,,,,,
1081,-31790,2,48,-51834,,,,,,
867,-27570,2,39,43399,,,,,,
778,-23815,1,25,107864,,,,,,
757,-19777,1,7,156064,,,,,,
648,-15089,0,-7,199054,,,,,,
263,-12791,1,-12,191891,,,,,,
-413,-14552,1,-6,104204,,,,,,
-1057,-19943,2,7,-37630,,,,,,
-1651,-26364,3,21,-143869,,,,,,
-2185,-30403,4,30,-185036,,,,,,
-2768,-32458,5,35,-169967,,,,,,
-3251,-33733,6,42,-151475,,,,,,
-3714,-33909,6,48,-102727,,,,,,
-3993,-32512,7,46,-47909,,,,,,
-4095,-29678,6,37,2831,,,,,,
-4042,-24782,6,23,90316,,,,,,
-3998,-18010,4,4,201478,,,,,,
-4001,-11572,4,-12,264408,,,,,,
-4034,-7783,4,-19,263730,,,,,,
-4192,-6072,4,-19,221095,,,,,,
-4525,-6619,4,-16,144158,,,,,,
-4868,-9280,4,-10,46794,,,,,,
-5175,-12677,5,0,-35965,,,,,,
-5451,-15367,6,10,-75421,,,,,,
-5697,-16314,6,16,-73271,,,,,,
-5793,-15926,6,16,-55623,,,,,,
-5762,-14250,5,10,-8761,,,,,,
-5727,-10866,4,0,59122,,,,,,
-5726,-7202,4,-7,118080,,,,,,
-5738,-4721,4,-10,134746,,,,,,
-5741,-4556,4,-12,132579,,,,,,
-5743,-4399,4,-12,132982,,,,,,
-5744,-4241,4,-12,133877,,,,,,
-5747,-4094,4,-13,131568,,,,,,
-5750,-3956,4,-13,130629,,,,,,
-5752,-3822,4,-14,130802,,,,,,
-5759,-3823,4,-12,127122,,,,,,
-5765,-3728,4,-12,126444,,,,,,
-5767,-3633,4,-12,123753,,,,,,
-5771,-3549,4,-12,121674,,,,,,
-5776,-3477,4,-12,120068,,,,,,
-5782,-3420,4,-12,116761,,,,,,
-5787,-3370,4,-12,113977,,,,,,
-5793,-3330,4,-12,112387,,,,,,
-5797,-3280,4,-12,109983,,,,,,
-5806,-3253,4,-12,107603,,,,,,
-5810,-3220,4,-12,104419,,,,,,
-5813,-3190,4,-12,101737,,,,,,
-5819,-3164,4,-12,99058,,,,,,
-5835,-3134,4,-12,91056,,,,,,
-5912,-3143,4,-9,64675,,,,,,
-5984,-3342,4,-5,40819,,,,,,
-6013,-3522,4,-3,24122,,,,,,
-6006,-3371,4,-1,18782,,,,,,
-6004,-2689,4,0,26269,,,,,,
-6002,-1799,4,0,35509,,,,,,
-5997,-1190,4,0,37026,,,,,,
-5995,-772,4,0,34328,,,,,,
-5993,-459,4,0,29475,,,,,,
-5988,-266,4,0,24422,,,,,,
-5978,-98,4,0,20317,,,,,,
-5960,101,4,0,18096,,,,,,
-5943,331,4,0,17061,,,,,,
-5928,554,4,1,16379,,,,,,
-5915,706,4,5,13997,,,,,,
-5893,798,4,7,11406,,,,,,
-5833,1019,4,4,11087,,,,,,
-5723,1678,5,4,19953,,,,,,
-5571,2975,4,4,38030,,,,,,
-5353,4927,4,2,61533,,,,,,
-5057,7181,4,-4,87253,,,,,,
-4760,10073,3,-9,113253,,,,,,
-4421,12815,2,-16,132876,,,,,,
-4078,15115,2,-20,143944,,,,,,
-3765,17332,2,-21,142234,,,,,,
-3565,18374,1,-21,123012,,,,,,
-3429,17382,1,-22,59982,,,,,,
-3328,15448,2,-18,6269,,,,,,
-3314,12662,2,-6,-50763,,,,,,
-3309,9957,3,6,-87903,,,,,,
-3308,9723,3,7,-92090,,,,,,
-3303,9486,3,8,-91032,,,,,,
-3302,9300,3,9,-93178,,,,,,
-3294,9132,3,10,-96668,,,,,,
-3289,8959,3,11,-96484,,,,,,
-3283,8484,3,10,-101604,,,,,,
-3271,8310,3,11,-105244,,,,,,
-3255,8153,3,12,-104162,,,,,,
-3246,7985,3,12,-106893,,,,,,
-3227,7857,3,13,-106066,,,,,,
-3219,7700,3,13,-107540,,,,,,
-3211,7547,3,14,-110610,,,,,,
-3188,7442,3,14,-105789,,,,,,
-3178,7343,4,16,-105375,,,,,,
-3167,7256,4,17,-105762,,,,,,
-3134,7247,4,18,-102729,,,,,,
-3113,7221,4,18,-101817,,,,,,
-3088,7176,4,17,-99002,,,,,,
-2901,7549,3,17,-83052,,,,,,
-2401,9775,2,11,-19105,,,,,,
-1705,14797,1,-3,84949,,,,,,
-768,22710,0,-23,201819,,,,,,
108,31374,-2,-44,312820,,,,,,
904,38613,-4,-66,377023,,,,,,
1536,43924,-5,-85,368709,,,,,,
1752,43939,-5,-86,267293,,,,,,
1618,37245,-3,-62,46138,,,,,,
1093,25335,-1,-25,-197045,,,,,,
424,9780,0,19,-454300,,,,,,
21,-4779,2,58,-613851,,,,,,
2,-12388,4,80,-585244,,,,,,
347,-11859,3,84,-394078,,,,,,
1082,-5017,2,65,-170965,,,,,,
2158,8117,0,22,127099,,,,,,
3193,22742,-1,-19,379037,,,,,,
4036,34638,0,-39,493729,,,,,,
4830,42415,4,-18,507416,,,,,,
5525,45936,11,48,429629,,,,,,
6461,47668,18,148,313709,,,,,,
8312,52071,22,226,267761,,,,,,
11645,67616,21,245,455350,,,,,,
16730,100858,17,202,948145,,,,,,
23826,161784,4,69,1849182,,,,,,
32026,238186,-9,-134,2658756,,,,,,
40558,309964,-25,-345,3278461,,,,,,
48945,379345,-41,-540,3479845,,,,,,
56506,427230,-55,-679,3450902,,,,,,
64038,453778,-68,-758,2949137,,,,,,
71016,466487,-81,-795,2372504,,,,,,
71412,469855,-81,-802,2292219,,,,,,
71850,469854,-81,-801,2171251,,,,,,
72626,472264,-83,-805,2338647,,,,,,
73005,478046,-83,-816,2448401,,,,,,
73704,482068,-85,-824,2454228,,,,,,
74117,489435,-85,-837,2565853,,,,,,
74478,470793,-86,-803,2134212,,,,,,
75186,473491,-88,-810,2096051,,,,,,
75529,476440,-88,-815,2117552,,,,,,
75866,476840,-88,-815,2076567,,,,,,
76523,479416,-90,-820,2003733,,,,,,
76840,482103,-90,-823,1931510,,,,,,
77470,482478,-91,-824,1778722,,,,,,
77774,484159,-91,-827,1952932,,,,,,
78071,485113,-92,-829,1889908,,,,,,
78618,488232,-93,-834,1866265,,,,,,
78932,492373,-93,-839,1903190,,,,,,
79205,470476,-93,-803,1554032,,,,,,
80626,469734,-95,-799,1203020,,,,,,
83497,417855,-97,-693,-196048,,,,,,
85150,336678,-95,-511,-1787167,,,,,,
85592,272760,-91,-348,-2570167,,,,,,
85242,205210,-86,-174,-3063502,,,,,,
84562,144802,-80,-29,-3313864,,,,,,
84028,92690,-74,87,-3316191,,,,,,
83546,50714,-69,176,-3074552,,,,,,
83502,26558,-68,212,-2635397,,,,,,
83967,15107,-67,203,-2073068,,,,,,
84952,15040,-69,168,-1566170,,,,,,
86049,22610,-72,106,-945079,,,,,,
87032,34754,-74,29,-403665,,,,,,
87816,43206,-78,-34,-120773,,,,,,
88092,45496,-80,-76,-25154,,,,,,
87602,39854,-80,-96,-109027,,,,,,
86290,24820,-78,-78,-346577,,,,,,
83829,-3890,-73,-27,-760822,,,,,,
80781,-40504,-67,45,-1270305,,,,,,
77308,-81018,-60,131,-1692812,,,,,,
73820,-122890,-54,220,-1943714,,,,,,
70215,-153448,-48,275,-1959854,,,,,,
66466,-177052,-43,306,-1749880,,,,,,
62617,-195472,-37,324,-1528407,,,,,,
58706,-208362,-31,334,-1316380,,,,,,
54671,-220665,-25,349,-1103572,,,,,,
50534,-234076,-19,364,-1073183,,,,,,
46376,-244058,-14,367,-876127,,,,,,
42343,-251471,-7,371,-782594,,,,,,
38372,-252390,-3,363,-503798,,,,,,
34279,-253845,2,355,-337000,,,,,,
34031,-254164,2,356,-449869,,,,,,
33838,-255761,2,357,-439635,,,,,,
33346,-258432,2,358,-498997,,,,,,
33107,-260733,3,361,-530230,,,,,,
32870,-250817,3,342,-438260,,,,,,
32405,-253114,4,344,-513806,,,,,,
32170,-255146,4,344,-417237,,,,,,
31935,-256044,4,343,-434504,,,,,,
31482,-258566,4,344,-448041,,,,,,
31210,-258896,4,341,-415934,,,,,,
30762,-260353,5,341,-394473,,,,,,
30498,-261132,5,339,-511719,,,,,,
30267,-263143,6,340,-517326,,,,,,
29811,-265821,6,342,-540668,,,,,,
29585,-267862,6,341,-555558,,,,,,
29182,-270598,7,343,-573364,,,,,,
28896,-260587,7,331,-459767,,,,,,
28698,-261419,7,332,-457434,,,,,,
27619,-264231,9,333,-363152,,,,,,
24229,-250411,12,306,3450,,,,,,
20586,-227066,17,273,460449,,,,,,
17091,-223546,21,261,441129,,,,,,
14052,-224266,24,258,280118,,,,,,
11534,-221743,26,249,210756,,,,,,
9608,-207685,26,216,437634,,,,,,
8115,-187367,23,158,701300,,,,,,
7387,-159516,21,81,1032108,,,,,,
7327,-131503,14,-2,1250219,,,,,,
7077,-98358,10,-89,1545760,,,,,,
6312,-72348,6,-160,1549085,,,,,,
4360,-63818,7,-172,1283123,,,,,,
1108,-74732,10,-137,694957,,,,,,
-3360,-106498,20,-38,-104420,,,,,,
-8229,-145861,28,85,-834239,,,,,,
-13028,-190869,39,229,-1486025,,,,,,
-17009,-228776,47,350,-1850707,,,,,,
-20450,-246613,53,419,-1680549,,,,,,
-22792,-245178,56,430,-1085134,,,,,,
-23768,-221089,55,371,-263635,,,,,,
-23329,-181412,50,266,570584,,,,,,
-21903,-126575,44,117,1443289,,,,,,
-19860,-66180,34,-38,2143181,,,,,,
-17633,-13419,26,-172,2571570,,,,,,
-15879,32563,18,-295,2616638,,,,,,
-14966,58523,12,-362,2394826,,,,,,
-15098,64010,12,-364,1719863,,,,,,
-16343,50001,14,-304,974818,,,,,,
-18363,18332,19,-186,52723,,,,,,
-18543,14876,20,-173,-3102,,,,,,
-18632,12131,20,-164,-69472,,,,,,
-18750,8680,21,-151,-154956,,,,,,
-19001,5210,21,-139,-213839,,,,,,
-19105,1712,21,-128,-328327,,,,,,
-19334,-2278,21,-114,-427331,,,,,,
-19446,-5922,22,-101,-446212,,,,,,
-19550,-9609,22,-90,-511467,,,,,,
-19759,-12969,23,-78,-582700,,,,,,
-19859,-16411,23,-65,-646741,,,,,,
-19951,-20196,23,-54,-747438,,,,,,
-20148,-23605,24,-42,-777739,,,,,,
-20247,-27071,24,-31,-827366,,,,,,
-20406,-31058,24,-18,-916568,,,,,,
-20506,-34102,25,-7,-932414,,,,,,
-20591,-37839,25,4,-1024287,,,,,,
-20744,-37205,26,9,-993994,,,,,,
-20820,-40036,26,18,-1025475,,,,,,
-21133,-50483,26,55,-1128860,,,,,,
-21631,-59931,27,97,-1003187,,,,,,
-21348,-51675,25,84,-564840,,,,,,
-20675,-35354,22,38,-53591,,,,,,
-20107,-15463,21,-16,363685,,,,,,
-19624,1466,24,-38,587564,,,,,,
-19428,10857,31,7,605316,,,,,,
-19104,14504,39,102,483217,,,,,,
-18432,16768,48,219,362868,,,,,,
-16313,25764,53,302,409968,,,,,,
-12248,52141,53,327,803574,,,,,,
-6348,101963,48,269,1507225,,,,,,
1653,176464,37,117,2379364,,,,,,
11916,263966,19,-92,3335148,,,,,,
23558,367999,-2,-365,4198190,,,,,,
35209,470969,-25,-650,4807217,,,,,,
46766,546783,-46,-866,4856280,,,,,,
57520,605882,-66,-1029,4385053,,,,,,
66829,632537,-83,-1103,3695407,,,,,,
76131,635077,-98,-1115,2595481,,,,,,
83417,625525,-110,-1094,1712517,,,,,,
89756,593734,-119,-1020,508025,,,,,,
94131,543480,-123,-904,-606191,,,,,,
97169,479971,-123,-744,-1715245,,,,,,
98648,402152,-120,-544,-2617925,,,,,,
98822,322092,-114,-347,-3409356,,,,,,
98227,233847,-107,-141,-4059554,,,,,,
97364,160145,-99,31,-4247209,,,,,,
96738,95034,-93,166,-4163278,,,,,,
96141,55745,-88,238,-3753206,,,,,,
95981,32539,-85,262,-3175948,,,,,,
96012,30581,-85,263,-3109975,,,,,,
96050,28615,-85,265,-3056151,,,,,,
96098,26946,-85,266,-2975500,,,,,,
96155,25455,-84,267,-2900082,,,,,,
96231,24122,-84,267,-2847375,,,,,,
96292,22682,-84,268,-2782107,,,,,,
96383,21366,-84,270,-2713324,,,,,,
96473,20243,-84,270,-2647468,,,,,,
96586,19271,-84,271,-2573679,,,,,,
96701,19921,-85,254,-2492665,,,,,,
96823,19341,-85,253,-2424176,,,,,,
96953,18885,-85,249,-2356858,,,,,,
97021,18380,-85,247,-2287195,,,,,,
97425,17971,-85,237,-2075664,,,,,,
98551,22650,-88,173,-1386180,,,,,,
99547,33236,-92,80,-740962,,,,,,
100457,42921,-95,-5,-322126,,,,,,
100772,47936,-97,-67,-103767,,,,,,
100193,42745,-98,-95,-154534,,,,,,
98416,24236,-95,-81,-442037,,,,,,
95372,-10956,-89,-24,-987567,,,,,,
91163,-60112,-81,75,-1628046,,,,,,
86610,-110737,-72,184,-2078917,,,,,,
81596,-165084,-62,299,-2480553,,,,,,
76607,-209319,-52,396,-2488341,,,,,,
71594,-240052,-44,456,-2341192,,,,,,
66256,-266252,-36,493,-2066900,,,,,,
61584,-285116,-28,508,-1860731,,,,,,
56678,-281251,-28,484,0,,,,,,
52017,-298062,-14,488,-973710,,,,,,
47588,-296517,-9,468,-640552,,,,,,
43297,-293482,-2,446,-351128,,,,,,
39213,-290128,1,418,-205402,,,,,,
35196,-283034,5,384,68329,,,,,,
31451,-275847,9,349,146925,,,,,,
27478,-266670,12,316,330668,,,,,,
23870,-263072,16,297,259262,,,,,,
20013,-256974,20,278,327513,,,,,,
16394,-255536,24,271,254969,,,,,,
12450,-251314,28,265,304095,,,,,,
8529,-250071,32,263,259281,,,,,,
4995,-245531,36,254,271801,,,,,,
2079,-241181,38,247,249283,,,,,,
-267,-230140,40,230,372182,,,,,,
-574,-229792,40,229,422824,,,,,,
-700,-227951,40,226,342772,,,,,,
-942,-229118,39,223,323115,,,,,,
